h3_d,traffic_ct,geometry
872a10061ffffff,371,"POLYGON ((-73.59887107112517 40.76413947988603, -73.61364698686818 40.75762100336085, -73.61326178913423 40.745296411270445, -73.59810853630202 40.73949024774256, -73.58333637022545 40.746005336594486, -73.58371370720718 40.75832997568257, -73.59887107112517 40.76413947988603))"
872a144a4ffffff,47,"POLYGON ((-73.74457558716777 41.972363628432525, -73.75971990274591 41.965737409376445, -73.7592852165216 41.95323082513322, -73.74371449246662 41.947350392289266, -73.72857408870732 41.95397315465433, -73.72900049704678 41.966479805553206, -73.74457558716777 41.972363628432525))"
872b8b754ffffff,2,"POLYGON ((-75.6404175008304 42.42001037725929, -75.65544743195741 42.413099052366114, -75.65449245361182 42.400532187613166, -75.63851595485701 42.39487628279155, -75.62348950972925 42.40178399408657, -75.62443607693228 42.41435122279438, -75.6404175008304 42.42001037725929))"
872a16a45ffffff,8,"POLYGON ((-73.88135498278866 41.51945120357388, -73.89633488754367 41.512839522200196, -73.89586792345435 41.50039977526086, -73.8804291722486 41.4945716199604, -73.86545306974311 41.50117985595068, -73.86591191604109 41.513619691637594, -73.88135498278866 41.51945120357388))"
872aa411dffffff,6,"POLYGON ((-76.83491261575652 42.68782965131533, -76.84985238282476 42.68074109732009, -76.84856529935867 42.66814621341011, -76.83234691660793 42.66263932951075, -76.81741034609074 42.66972418132793, -76.81868896116126 42.68231961821918, -76.83491261575652 42.68782965131533))"
872b8b8c5ffffff,2,"POLYGON ((-75.0267067029508 42.803046838381704, -75.04194980224054 42.796188829913476, -75.04115520832632 42.78356466668185, -75.0251260808986 42.777798242651286, -75.00988669349937 42.784652660612814, -75.01067272129565 42.79727709208847, -75.0267067029508 42.803046838381704))"
872b9ba2effffff,70,"POLYGON ((-78.69117832675894 43.28485619148693, -78.70601581902712 43.2774799660193, -78.7041994096721 43.26482902083245, -78.68755409754273 43.259553450009335, -78.67271934618039 43.26692584189314, -78.67452716512071 43.2795776371911, -78.69117832675894 43.28485619148693))"
872a16a53ffffff,5,"POLYGON ((-74.00306064596091 41.51626610280574, -74.01802366241334 41.50963856181383, -74.01752423149624 41.49719921693516, -74.00206989998564 41.491387304486096, -73.98711065477654 41.498011391182715, -73.98760196966477 41.51045084363675, -74.00306064596091 41.51626610280574))"
872b8961effffff,1,"POLYGON ((-74.34964208235733 42.40818373477068, -74.36484865061969 42.40144513638453, -74.36424512010103 42.38887536143578, -74.34844345194102 42.38304402285924, -74.33324071186654 42.38977909845433, -74.3338358115323 42.40234903440345, -74.34964208235733 42.40818373477068))"
872b886adffffff,11,"POLYGON ((-75.20142671826832 43.31080897731528, -75.21681420361598 43.303890993380186, -75.21596225482884 43.291197130067076, -75.19973157425613 43.285420952516986, -75.18434783522129 43.292335309145855, -75.18519103006545 43.3050294695926, -75.20142671826832 43.31080897731528))"
872a10003ffffff,4,"POLYGON ((-73.79671039929809 40.85186671158125, -73.81148885907584 40.845315843571676, -73.81105084995096 40.83297740665766, -73.79584227064467 40.827189759831874, -73.78106752669419 40.83373722111646, -73.78149764608786 40.84607573498439, -73.79671039929809 40.85186671158125))"
872a16a69ffffff,129,"POLYGON ((-73.81916071989068 41.48367847872364, -73.83413720486311 41.477077652758, -73.83368719781735 41.46464331430586, -73.81826881127195 41.45880972163848, -73.80329613824564 41.46540710860376, -73.803738039675 41.47784152625056, -73.81916071989068 41.48367847872364))"
872a10015ffffff,1473,"POLYGON ((-73.8280330490732 40.888132315538876, -73.84281893771212 40.88157462793906, -73.84237233435621 40.86923057923367, -73.82714774404519 40.86344413549428, -73.81236556936888 40.86999841227554, -73.8128042709015 40.88234254264628, -73.8280330490732 40.888132315538876))"
872b9ba14ffffff,53,"POLYGON ((-78.82267116669534 43.31435172088262, -78.83749631049771 43.306956257339046, -78.83564250362922 43.29430370259518, -78.81897214472104 43.2890457393334, -78.80414970653787 43.29643736138682, -78.80599492070115 43.30909078720101, -78.82267116669534 43.31435172088262))"
872a1442effffff,24,"POLYGON ((-73.54317468839919 41.92074514316422, -73.55832828371827 41.91414962056496, -73.55794833210652 41.90165093967393, -73.54242304496411 41.89574774501809, -73.5272734037537 41.902339828828495, -73.52764509546935 41.91483854508392, -73.54317468839919 41.92074514316422))"
872b8a76dffffff,27,"POLYGON ((-76.30757207921765 43.26562617654307, -76.32278128658888 43.25856280614386, -76.3216237813835 43.24588251884617, -76.30526577287092 43.24026512753475, -76.2900599937444 43.24732479912434, -76.29120879433239 43.26000555980728, -76.30757207921765 43.26562617654307))"
872a16548ffffff,3,"POLYGON ((-74.87443662036898 41.82683135491269, -74.88938258253584 41.82006577629572, -74.888645570492 41.80758151437232, -74.87297081101069 41.80186258733473, -74.85802844697444 41.8086246337798, -74.85875724399004 41.82110913844086, -74.87443662036898 41.82683135491269))"
872aa4181ffffff,1,"POLYGON ((-77.008299224843 42.69791155403388, -77.02321572536765 42.69079965397152, -77.02188100684914 42.67820526154825, -77.00563825187251 42.67272218792433, -76.9907249007814 42.679830375063005, -76.99205115459509 42.692425347747786, -77.008299224843 42.69791155403388))"
872b8899affffff,3,"POLYGON ((-74.44296744268526 43.98656854194256, -74.45869350979247 43.97970853501818, -74.45804240494763 43.966921322237404, -74.4416742633151 43.960993939390846, -74.42595227093392 43.96785034195324, -74.4265943451867 43.980637730659446, -74.44296744268526 43.98656854194256))"
872a100a5ffffff,1445,"POLYGON ((-73.90377302742446 40.90470885443391, -73.9185544405396 40.898140044217605, -73.91808771566097 40.8857933756536, -73.90284748460387 40.88001542313396, -73.88806976963052 40.88658081612124, -73.88852858742256 40.8989275778883, -73.90377302742446 40.90470885443391))"
872a1548bffffff,181,"POLYGON ((-73.04822543270294 40.94251231716879, -73.06312631531821 40.93605287814576, -73.06288486337395 40.923702508304956, -73.04775044843385 40.917811614121426, -73.03285347665661 40.92426769916872, -73.03308700894776 40.93661803140548, -73.04822543270294 40.94251231716879))"
872b9ba88ffffff,15,"POLYGON ((-78.9502733540353 43.20982470990492, -78.96504341722165 43.202421633820904, -78.96315878249082 43.18978570726596, -78.94651262854205 43.18455196618618, -78.93174522110326 43.191951200176916, -78.93362131091048 43.204588016355366, -78.9502733540353 43.20982470990492))"
872a10089ffffff,10886,"POLYGON ((-73.9595327057042 40.792059178755366, -73.974271526561 40.78549167493181, -73.97379126878795 40.773162293989735, -73.95858005893992 40.76740031402273, -73.94384490497663 40.77396440203852, -73.94431729381154 40.78629388486358, -73.9595327057042 40.792059178755366))"
872a14414ffffff,3,"POLYGON ((-73.66715124124268 41.95543322388146, -73.68230010982289 41.94881859638404, -73.681886453557 41.9363146028218, -73.66633220064446 41.93042518114452, -73.65118726068704 41.93703635867242, -73.6515926448934 41.94954040684641, -73.66715124124268 41.95543322388146))"
872b8a8d0ffffff,1,"POLYGON ((-75.98102267810546 43.72038354281927, -75.99643338955573 43.71333069681356, -75.99535558678559 43.700586137228264, -75.97887596284782 43.694893999071375, -75.96346884277524 43.70194314494031, -75.96453775474525 43.714688128057105, -75.98102267810546 43.72038354281927))"
872a16ae3ffffff,344,"POLYGON ((-74.07989809249209 41.53287372269104, -74.09485636935388 41.52623480630659, -74.09433623409046 41.513792963612495, -74.07886594309151 41.507989916874315, -74.0639114208535 41.51462537247758, -74.0644234348097 41.5270673346129, -74.07989809249209 41.53287372269104))"
872b9ba9effffff,11,"POLYGON ((-79.05026309712507 43.24119958256225, -79.06502649145087 43.233781188644116, -79.06311308333963 43.2211428989746, -79.04644482960212 43.21592209659795, -79.03168406514791 43.2233366420933, -79.03358892358754 43.235975837403785, -79.05026309712507 43.24119958256225))"
872a1445affffff,15,"POLYGON ((-73.58398087207236 41.75111359185916, -73.5990740248019 41.744524676770155, -73.59868452057796 41.73205090524356, -73.58321006331602 41.726166005652196, -73.56812082571373 41.73275148683228, -73.5685021301338 41.74522530051821, -73.58398087207236 41.75111359185916))"
872b8a719ffffff,5,"POLYGON ((-76.58513626343996 43.348181384271896, -76.60033066032209 43.34107490442138, -76.59909411077388 43.328385933866976, -76.58267188927155 43.32280292408481, -76.56748085376115 43.32990568365065, -76.56870867778149 43.34259517225602, -76.58513626343996 43.348181384271896))"
872b9bac6ffffff,2,"POLYGON ((-78.8633372233108 43.15835104127234, -78.87810523511712 43.150963299132414, -78.87624657541024 43.138332776668236, -78.85962843465254 43.1330891199777, -78.84486309817886 43.14047302684197, -78.84671322619123 43.15310442468692, -78.8633372233108 43.15835104127234))"
872a154e9ffffff,8,"POLYGON ((-72.85155565300569 40.85343472769127, -72.86645225885572 40.847007701423124, -72.86626303393403 40.83467188911647, -72.85118509153764 40.82876316931012, -72.83629242840776 40.83518686131868, -72.83647376494723 40.84752260642638, -72.85155565300569 40.85343472769127))"
872a100d1ffffff,2873,"POLYGON ((-73.94242922694664 40.73698736954583, -73.95715296461731 40.73042628757708, -73.95667776594193 40.71810542041197, -73.9414866800364 40.71234553489215, -73.92676660481355 40.71890320501305, -73.92723395289497 40.731224171537725, -73.94242922694664 40.73698736954583))"
872b9bad0ffffff,49,"POLYGON ((-78.92612314124999 43.15405090015045, -78.94087929336372 43.14665553567298, -78.93900357906122 43.13402677856848, -78.92238023752428 43.12879249984534, -78.90762674180395 43.13618402629397, -78.90949393027906 43.14881366851048, -78.92612314124999 43.15405090015045))"
872b896ccffffff,1,"POLYGON ((-74.34246980784462 42.25745371345739, -74.35762789085733 42.25072691816429, -74.35702828186615 42.23817881569288, -74.34127896582112 42.23235734760376, -74.32612468801199 42.2390806278615, -74.32671592081574 42.25162889023484, -74.34246980784462 42.25745371345739))"
872a154d3ffffff,110,"POLYGON ((-73.03215361796495 40.8872280771237, -73.04703891027748 40.88077477883592, -73.04680198069605 40.86843296172404, -73.03168765968368 40.86254448174901, -73.01680627282865 40.868994429946646, -73.0170353014971 40.881336207241304, -73.03215361796495 40.8872280771237))"
872a154c5ffffff,11,"POLYGON ((-72.91212505235836 40.88941139089125, -72.92702571898302 40.88297376596565, -72.92682039313443 40.87063213560517, -72.9117223015697 40.864728187340454, -72.89682556933616 40.87116247151371, -72.89702299426112 40.88350404373602, -72.91212505235836 40.88941139089125))"
872a100ebffffff,2307,"POLYGON ((-73.8214159104816 40.703156218581746, -73.83614449296627 40.696613410972475, -73.83570139732147 40.68429789237536, -73.82053755888249 40.678525099420426, -73.80581266280568 40.68506450574791, -73.80624791862309 40.697380105349055, -73.8214159104816 40.703156218581746))"
872a14476ffffff,5,"POLYGON ((-73.5261595284426 41.864854697529005, -73.5412970960562 41.85826542052158, -73.54092218343327 41.84577498822134, -73.52541794315243 41.83987379906602, -73.5102843244316 41.846459641237054, -73.510650996994 41.858950106401856, -73.5261595284426 41.864854697529005))"
872b8a735ffffff,94,"POLYGON ((-76.53284569829118 43.46550226498973, -76.54808711240297 43.458393957250536, -76.54686190999034 43.445688527238595, -76.53040406530872 43.440090893463406, -76.5151660448818 43.44719547831174, -76.5163824748554 43.45990141879441, -76.53284569829118 43.46550226498973))"
872b9932cffffff,60,"POLYGON ((-77.42947881159223 43.227943376460615, -77.4445022282408 43.22073488019755, -77.44303570702657 43.20807206288842, -77.42655441054957 43.20261708981939, -77.41153409558859 43.20982182191354, -77.4129919746914 43.22248529023324, -77.42947881159223 43.227943376460615))"
872a16db0ffffff,2,"POLYGON ((-74.82704422934519 42.33662655872611, -74.84216189439664 42.32982927268023, -74.84142957357224 42.317270722583075, -74.82558798572495 42.31150922150581, -74.81047401129666 42.318302953765595, -74.81119793379067 42.33086173987929, -74.82704422934519 42.33662655872611))"
872a16221ffffff,3,"POLYGON ((-74.36281463375613 41.39405871759315, -74.37769119170602 41.38739295917599, -74.37709726538365 41.374972025281366, -74.36163485159304 41.369216685591674, -74.34676195504105 41.375878969369275, -74.34734781066275 41.388300066493706, -74.36281463375613 41.39405871759315))"
872b8eb1effffff,1,"POLYGON ((-74.9101577261248 44.530984847370455, -74.92600641107286 44.52402385500163, -74.92521419927792 44.51116695641768, -74.90858254477968 44.505270796649455, -74.89273789792182 44.51222812442517, -74.89352086710917 44.52508527548095, -74.9101577261248 44.530984847370455))"
872b8d54cffffff,1,"POLYGON ((-73.40795288340935 43.743439489870006, -73.4237369384637 43.73674001321253, -73.42337935694 43.72398551068157, -73.40724666112843 43.717930474891524, -73.391466923075 43.72462643916234, -73.39181556373305 43.73738095055179, -73.40795288340935 43.743439489870006))"
872a16d9cffffff,2,"POLYGON ((-74.8535976401299 42.260260875844054, -74.86868671404315 42.253465681150466, -74.86794840379767 42.24091820437475, -74.85212938956684 42.23516568120214, -74.83704398711352 42.241957323952356, -74.83777392712683 42.254505040811594, -74.8535976401299 42.260260875844054))"
872b8b08dffffff,3,"POLYGON ((-75.54434556788797 42.59420142055734, -75.55944612710785 42.5872896838528, -75.55851375948596 42.57469745119358, -75.54248930953376 42.569016604756044, -75.52739228882115 42.575924725641485, -75.52831617913833 42.5885173077704, -75.54434556788797 42.59420142055734))"
872b99300ffffff,63,"POLYGON ((-77.5240114005031 43.22265241349391, -77.53901812016812 43.215431992876546, -77.5375256861396 43.20277115836428, -77.52103516704241 43.19733007756728, -77.50603152104705 43.20454672896885, -77.50751531973934 43.21720822937239, -77.5240114005031 43.22265241349391))"
872aa6825ffffff,4,"POLYGON ((-77.93495136600573 42.83608345291586, -77.94976723219239 42.82884082879696, -77.94817496648861 42.816239264986066, -77.93177530339194 42.81087959768871, -77.91696234244978 42.818118450082146, -77.9185461385771 42.83072074050613, -77.93495136600573 42.83608345291586))"
872b99316ffffff,30,"POLYGON ((-77.62306967781358 43.25527425974975, -77.63807132650632 43.24803835651693, -77.63655048330227 43.23537441530353, -77.62003663314239 43.22994569447777, -77.60503803380338 43.23717782131386, -77.60655023451383 43.24984244436208, -77.62306967781358 43.25527425974975))"
872b8a028ffffff,1,"POLYGON ((-76.14134652575578 43.54089256172477, -76.15667265412019 43.533831100057924, -76.15555443607334 43.52111195151208, -76.13911890495172 43.51545381524141, -76.1237962939905 43.52251157512205, -76.12490569621076 43.535231172021234, -76.14134652575578 43.54089256172477))"
872aa67a2ffffff,2,"POLYGON ((-78.92091824130489 42.37307140247473, -78.935427258961 42.36574297612546, -78.93358453021109 42.35322317044138, -78.91724102494567 42.34803091634864, -78.90273457662624 42.35535554618129, -78.90456906333519 42.36787622566279, -78.92091824130489 42.37307140247473))"
872aa46d2ffffff,2,"POLYGON ((-77.5117303618886 42.17779829565495, -77.5264028020535 42.17066377679475, -77.52494719572606 42.15814962312997, -77.50882740195539 42.15276933312054, -77.49415790268726 42.15990013731328, -77.49560525560351 42.17241494520428, -77.5117303618886 42.17779829565495))"
872b8a070ffffff,30,"POLYGON ((-76.12047179137588 43.48436304777709, -76.13578212140366 43.47730852494692, -76.13467109753172 43.46459685304918, -76.11825853786286 43.458939258220674, -76.10295172251159 43.465990083399724, -76.10405395162104 43.47870220002169, -76.12047179137588 43.48436304777709))"
